BSE Code,Name
524604,ADLINE CHEM LAB LIMITED
524606,BERYL DRUGS LTD.
524614,IEL LIMITED
524622,ISTREET NETWORK LIMITED
524624,GAGAN GASES LTD.
524628,PARKER AGROCHEM EXPORTS LTD.
524632,Shukra Pharmaceuticals Limited
524634,ALUFLUORIDE LTD.
524636,OXYGENTA PHARMACEUTICAL LIMITE
524640,ARCHIT ORGANOSYS LTD.
524648,INDO AMINES LTD.
524654,NATURAL CAPSULES LTD.
524661,WELCURE DRUGS & PHARMACEUTICAL
524663,BHARAT IMMUNOLOGICALS & BIOLOG
524667,SAVITA OIL TECHNOLOGIES LTD.
524669,HESTER BIOSCIENCES LTD.
524675,KABSONS INDUSTRIES LTD.
524687,BASANT AGRO TECH (INDIA) LTD.
524703,SANDU PHARMACEUTICALS LTD.
524709,NACL Industries Limited
524711,VISTA PHARMACEUTICALS LTD.
524715,SUN PHARMACEUTICAL INDUSTRIES
524717,TITAN BIOTECH LTD.
524723,Arvaya Healthcare Limited
524727,Span Divergent Limited
524731,JENBURKT PHARMACEUTICALS LTD.
524735,HIKAL LTD.
524742,CAPLIN POINT LABORATORIES LTD.
524743,FISCHER MEDICAL VENTURES LIMIT
524748,LINK PHARMA CHEM LTD.
524752,DECIPHER LABS LIMITED
524768,EMMESSAR BIOTECH & NUTRITION L
524774,NGL FINE-CHEM LTD.
524790,EVEREST ORGANICS LTD.
524804,AUROBINDO PHARMA LTD.
524808,PHYTO CHEM (INDIA) LTD.
524816,NATCO PHARMA LTD.
524818,DYNAMIC INDUSTRIES LTD.
524820,PANAMA PETROCHEM LTD.
524824,BAL PHARMA LTD.
524828,BDH INDUSTRIES LTD.
526001,JAUSS POLYMERS LTD.
526025,GLOBUS CONSTRUCTORS & DEVELOPE
526027,CUBEX TUBINGS LTD.
526043,POLYMECHPLAST MACHINES LTD.
526071,STELLANT SECURITIES (INDIA) LT
526073,GALAXY BEARINGS LTD.
526075,REKVINA LABORATORIES LTD.
526081,SC Agrotech Limited
526095,RAVILEELA GRANITES LTD.
526113,UNIROYAL MARINE EXPORTS LTD.
526117,SHERVANI INDUSTRIAL SYNDICATE
526125,BN AGROCHEM LIMITED
526133,SUPERTEX INDUSTRIES LTD.
526137,SHETRON LTD.
526139,TRANSGENE BIOTEK LTD.
526143,MPL PLASTICS LTD.
526159,NIKHIL ADHESIVES LTD.
526161,SPENTA INTERNATIONAL LTD.
526169,MULTIBASE INDIA LTD.
526173,ANDREW YULE & COMPANY LTD.
526179,LUDLOW JUTE & SPECIALITIES LTD
526187,ASHRAM ONLINE.COM LTD.
526193,ROYAL CUSHION VINYL PRODUCTS L
526211,SURAJ INDUSTRIES LTD.
526217,Hitech Corporation Limited
526227,FILATEX INDIA LTD.
526231,STANDARD SURFACTANTS LTD.
526237,MORGAN VENTURES LTD.
526241,AMRAPALI INDUSTRIES LTD.
526247,PREMIER EXPLOSIVES LTD.
526251,MID EAST PORTFOLIO MANAGEMENT
526263,MOLD-TEK TECHNOLOGIES LTD.
526269,CRESTCHEM LTD.
526299,MPHASIS LTD.
526315,DIVYASHAKTI LIMITED
526325,ORIENT PRESS LTD.
526335,SHREYAS INTERMEDIATES LTD.
526345,PANJON LTD.
526355,DUROPACK LTD.
526365,SWARNSARITA JEWELS INDIA LIMIT
526367,GANESH HOUSING LIMITED
526371,NMDC LTD.
526373,CINDRELLA HOTELS LTD.
526381,PATEL INTEGRATED LOGISTICS LTD
526397,ALPHAGEO (INDIA) LTD.
526407,HAMPTON SKY REALTY LIMITED
526409,KKALPANA INDUSTRIES (INDIA) LT
526415,OK PLAY INDIA LTD.
526423,KRITI INDUSTRIES (INDIA) LTD.
526433,ASM TECHNOLOGIES LTD.
526435,PERFECTPAC LTD.
526441,VISION CINEMAS LTD.
526443,Artificial Electronics Intelli
526445,INDRAYANI BIOTECH LTD.
526468,EURO LEDER FASHION LTD.
526471,WINSOME BREWERIES LTD.
526473,ELEGANT FLORICULTURE & AGROTEC
526477,SOUTH ASIAN ENTERPRISES LTD.
526479,SKY INDUSTRIES LTD.
526481,PHOENIX INTERNATIONAL LTD.
526488,BHUDEVI INFRA PROJECTS LIMITED
526490,PRATIK PANELS LTD.
526492,Rishiroop Limited
526494,Promact Plastics Limited
526500,STERLING GREEN WOODS LTD.
526506,SYSTEMATIX CORPORATE SERVICES
526508,Shahi Shipping Limited
526519,ALPINE HOUSING DEVELOPMENT COR
526530,IIRM HOLDINGS INDIA LIMITED
526532,SQUARE FOUR PROJECTS INDIA LIM
526544,SGL RESOURCES LIMITED
526546,CHOKSI LABORATORIES LTD.
526550,COUNTRY CLUB HOSPITALITY AND H
526554,SALGUTI INDUSTRIES LTD.
526570,MIDWEST ENERGY LIMITED
526574,ENTERPRISE INTERNATIONAL LTD.
526582,TPL PLASTECH LTD.
526588,PHOTOQUIP INDIA LTD.
526596,LIBERTY SHOES LTD.
526604,LIPPI SYSTEMS LTD.
526608,ELECTROTHERM (INDIA) LTD.
526612,BLUE DART EXPRESS LTD.
526614,EXPO ENGINEERING AND PROJECTS
526616,NATIONAL PLASTIC INDUSTRIES LT
526622,MFL INDIA LTD.
526638,TEXEL INDUSTRIES LTD.
526640,ROYALE MANOR HOTELS & INDUSTRI
526642,MIRZA INTERNATIONAL LTD.
526650,TOURISM FINANCE CORPORATION OF
526654,THAKKERS DEVELOPERS LTD.
526662,RAJDARSHAN INDUSTRIES LTD.
526666,BHARTIYA INTERNATIONAL LTD.
526668,KAMAT HOTELS (INDIA) LTD.
526675,TIRTH PLASTIC LTD.
526677,DSJ KEEP LEARNING LIMITED
526703,ECOPLAST LTD.
526705,ELEGANT MARBLES & GRANI INDUST
526709,BITS LTD.
526711,ADARSH PLANT PROTECT LTD.
526717,HCP PLASTENE BULKPACK LIMITED
526721,NICCO PARKS & RESORTS LTD.
526723,NTC INDUSTRIES LTD.
526725,SANDESH LTD.
526727,GARNET CONSTRUCTION LTD.
526729,GOLDIAM INTERNATIONAL LTD.
526731,BRIGHT BROTHERS LTD.
526739,NARMADA GELATINES LTD.
526747,PG FOILS LTD.
526755,VELAN HOTELS LTD.
526761,HOWARD HOTELS LTD.
526775,VALIANT COMMUNICATIONS LTD.
526783,DR.AGARWALS EYE HOSPITAL LTD.
526797,GREENPLY INDUSTRIES LTD.
526807,SEAMEC LTD.
526813,RAGHUNATH INTERNATIONAL LTD.
526817,CHEVIOT CO.LTD.
526821,DAI-ICHI KARKARIA LTD.
526823,RAJESWARI INFRASTRUCTURE LIMIT
526827,SPICE ISLANDS INDUSTRIES LIMIT
526829,CONFIDENCE PETROLEUM INDIA LTD
526839,SHELTER INFRA PROJECTS LTD.
526841,SHAKTI PRESS LTD.
526847,ASHIRWAD STEELS & INDUSTRIES L
526849,BANARAS BEADS LTD.
526851,AREX INDUSTRIES LTD.
526853,BILCARE LTD.
526859,ISF LIMITED
526861,RISHI LASER LTD.
526865,JAINCO PROJECTS (INDIA) LTD.
526869,KUMBHAT FINANCIAL SERVICES LTD
526871,INTEC CAPITAL LTD.
526873,RAJASTHAN SECURITIES LIMITED
526877,SIDDHESWARI GARMENTS LTD.
526881,63 Moons Technologies Limited
526885,SARLA PERFORMANCE FIBERS LTD.
526887,INDO CREDIT CAPITAL LTD.
526891,MARKET CREATORS LTD.
526899,HIMALAYA FOOD INTERNATIONAL LI
526901,SONAL ADHESIVES LTD.
526905,Padmanabh Industries Ltd
526921,TWENTYFIRST CENTURY MANAGEMENT
526931,HARIYANA SHIP BREAKERS LTD.
526935,Kalind Limited
526941,VAISHNO CEMENT CO.LTD.
526947,LA OPALA RG LTD.
526951,STYLAM INDUSTRIES LIMITED
526953,VENUS REMEDIES LTD.
526961,LAST MILE ENTERPRISES LIMITED
526965,GUJARAT CRAFT INDUSTRIES LTD.
526967,HEERA ISPAT LTD.
526971,DHOOT INDUSTRIAL FINANCE LTD.
526981,SHRI BAJRANG ALLIANCE LIMITED
526987,URJA GLOBAL LTD.
527001,ASHAPURA MINECHEM LTD.
527005,SHREE PACETRONIX LTD.
530001,GUJARAT ALKALIES & CHEMICALS L
530005,INDIA CEMENTS LTD.
530007,JK TYRE & INDUSTRIES LTD.
530017,STANDARD INDUSTRIES LTD.
530019,JUBILANT PHARMOVA LIMITED
530023,THE INVESTMENT TRUST OF INDIA
530025,SAMYAK INTERNATIONAL LTD.
530027,AADI INDUSTRIES LTD.
530037,SPARKLE GOLD ROCK LIMITED
530043,ACKNIT INDUSTRIES LTD.
530045,TITAN SECURITIES LTD.
530053,REAL ECO-ENERGY LIMITED
530057,Vivanza Biosciences Limited
530063,YASHRAJ CONTAINEURS LTD.
530065,LORDS ISHWAR HOTELS LIMITED
530067,CSL Finance Limited
530073,SANGHVI MOVERS LTD.
530075,Antelopus Selan Energy Limited
530077,PURETROP FRUITS LIMITED
530079,FAZE THREE LTD.
530109,ANUPAM FINSERV LIMITED
530111,RAJ PACKAGING INDUSTRIES LTD.
530117,PRIVI SPECIALITY CHEMICALS LIM
530119,NATRAJ PROTEINS LTD.
530125,SAMRAT PHARMACHEM LTD.
530129,NILE LTD.
530133,AMCO INDIA LTD.
530135,OPTIEMUS INFRACOM LTD
530139,KREON FINNANCIAL SERVICES LTD.
530141,GYAN DEVELOPERS & BUILDERS LTD
530145,KISAN MOULDINGS LTD.
530163,KERALA AYURVEDA LTD.
530167,MOONGIPA CAPITAL FINANCE LTD.
530169,MOHIT PAPER MILLS LTD.
530171,DAULAT SECURITIES LTD.
530175,ODYSSEY TECHNOLOGIES LTD.
530179,RSC INTERNATIONAL LTD.
530185,Surat Trade and Mercantile Lim
530187,ATHARV ENTERPRISES LTD.
530197,FUNDVISER CAPITAL (INDIA) LIMI
530199,THEMIS MEDICARE LTD.
530201,KALLAM TEXTILES LTD
530207,BRAWN BIOTECH LTD.
530213,FORTUNE INTERNATIONAL LTD.
530215,KINGS INFRA VENTURES LIMITED
530217,SWOJAS FOODS LIMITED
530219,Nutricircle Limited
530233,AURO LABORATORIES LTD.
530235,KJMC FINANCIAL SERVICES LTD.
530239,SUVEN LIFE SCIENCES LTD.
530245,ARYAMAN FINANCIAL SERVICES LTD
530249,BRIDGE SECURITIES LTD.
530251,RISA INTERNATIONAL LTD.
530253,RAJASTHAN TUBE MANUFACTURING C
530255,KAY POWER AND PAPER LTD.
530259,INTER STATE OIL CARRIER LTD.
530263,GLOBAL CAPITAL MARKETS LTD.
530265,SAINIK FINANCE & INDUSTRIES LT
530267,ARIGATO UNIVERSE LIMITED
530271,RICH UNIVERSE NETWORK LTD.
530281,QUANTUM DIGITAL VISION (INDIA)
530289,SP CAPITAL FINANCING LTD.
530291,PAOS INDUSTRIES LIMITED
530299,KOTHARI PRODUCTS LTD.
530305,PICCADILY AGRO INDUSTRIES LTD.
530307,CHAMAN LAL SETIA EXPORTS LIMIT
530309,CHANDRA PRABHU INTERNATIONAL L
530313,KIMIA BIOSCIENCES LIMITED
530315,HINDUSTAN TIN WORKS LTD.
530317,GODAVARI DRUGS LTD.
530331,PREMCO GLOBAL LTD.
530341,MUKESH BABU FINANCIAL SERVICES
530343,GENUS POWER INFRASTRUCTURES LT
530355,ASIAN ENERGY SERVICES LTD
530357,KBS INDIA LIMITED
530361,PRABHHANS INDUSTRIES LIMITED
530363,UGAR SUGAR WORKS LTD.
530365,ORIENT BELL LIMITED
530367,NRB BEARINGS LTD.
530369,VAMSHI RUBBER LTD.
530377,NILA INFRASTRUCTURES LTD.
530393,DB (INTERNATIONAL) STOCK BROKE
530401,VINYOFLEX LTD.
530405,JINDAL CAPITAL LTD.
530407,EPIC ENERGY LTD.
530419,SUMEDHA FISCAL SERVICES LTD.
530421,KUWER INDUSTRIES LTD.
530427,CHOKSI ASIA LIMITED
530429,ASHISH POLYPLAST LTD.
530433,SHIVA GLOBAL AGRO INDUSTRIES L
530439,SIDDHA VENTURES LTD.
530443,KIRAN SYNTEX LTD.
530445,SUMERU INDUSTRIES LTD.
530449,RUNGTA IRRIGATION LTD.
530457,GTT DATA SOLUTIONS LIMITED
530459,VALSON INDUSTRIES LTD.
530461,SABOO SODIUM CHLORO LTD.
530469,GSL SECURITIES LTD.
530475,TINNA RUBBER AND INFRASTRUCTUR
530477,VIKRAM THERMO (INDIA) LTD.
530495,STRATMONT INDUSTRIES LIMITED
530499,A.K.CAPITAL SERVICES LTD.
530517,RELAXO FOOTWEARS LTD.
530521,VIRAT INDUSTRIES LTD.
530525,RAJNISH RETAIL LIMITED
530533,TERAI TEA CO.LTD.
530545,COSCO (INDIA) LTD.
530549,SHILPA MEDICARE LTD.
530555,PARAMOUNT COMMUNICATIONS LTD.
530557,NCL RESEARCH & FINANCIAL SERVI
530571,EXPLICIT FINANCE LTD.
530577,LADDERUP FINANCE LTD.
530579,U. Y. FINCORP LIMITED
530581,EKAM LEASING & FINANCE CO.LTD.
530585,SWASTIKA INVESTMART LIMITED
530589,PRIMA PLASTICS LTD.
530595,TELECANOR GLOBAL LTD.
530601,JAGSONPAL SERVICES LIMITED
530615,GARG FURNACE LTD.
530617,SAMPRE NUTRITIONS LTD.
530621,Akar Auto Industries Limited
530627,Vipul Organics Limited
530643,ECO RECYCLING LTD.
530655,Goodluck India Limited
530663,GOYAL ASSOCIATES LTD.
530665,ZENITH HEALTH CARE LTD.
530677,SUPREME HOLDINGS & HOSPITALITY
530689,LYKIS LIMITED
530695,PRIME PROPERTY DEVELOPMENT COR
530699,RAJ RAYON INDUSTRIES LIMITED
530709,GOWRA LEASING & FINANCE LTD.
530711,JAGAN LAMPS LTD.
530723,ASIT C.MEHTA FINANCIAL SERVICE
530741,OVOBEL FOODS LTD.
530745,ACS TECHNOLOGIES LIMITED
530747,CHALLANI CAPITAL LIMITED
530757,SHENTRACON CHEMICALS LTD.
530759,STERLING TOOLS LTD.
530779,DYNAMIC PORTFOLIO MANAGEMENT &
530787,INLAND PRINTERS LTD.
530795,SUNCITY SYNTHETICS LTD.
530799,ANNA INFRASTRUCTURES LTD.
530803,Bhageria Industries Limited
530805,ONESOURCE INDUSTRIES AND VENTU
530809,BNR UDYOG LTD.
530813,KRBL LTD.
530821,SSPDL LTD.
530825,DAIKAFFIL CHEMICALS INDIA LTD.
530829,CIL SECURITIES LIMITED
530839,CLIO INFOTECH LTD.
530843,CUPID LTD.
530845,SUNSHIELD CHEMICALS LTD.
530853,HIPOLIN LTD.
530855,GDL LEASING & FINANCE LTD.
530871,Chembond Material Technologies
530879,CAPITAL INDIA FINANCE LIMITED
530881,Arunjyoti Bio Ventures Limited
530883,SUPER CROP SAFE LTD.
530889,AUDROC Limited
530897,N.G.INDUSTRIES LTD.
530907,SI CAPITAL & FINANCIAL SERVICE
530919,REMSONS INDUSTRIES LTD.
530925,RAMSONS PROJECTS LTD.
530943,Aqylon Nexus Limited
530951,RAMINFO LIMITED
530953,SUNIL AGRO FOODS LTD.
530959,DIANA TEA CO.LTD.
530961,Vikas EcoTech Limited
530965,INDIAN OIL CORPORATION LTD.
530973,ALFA ICA (INDIA) LTD.
530977,Shri Keshav Cements and Infra
530979,INDIA HOME LOAN LTD.
530991,ROOPA INDUSTRIES LTD.
530997,UNIQUE ORGANICS LTD.
530999,BALAJI AMINES LTD.
531003,SWARNA SECURITIES LTD.
531015,VENMAX DRUGS AND PHARMACEUTICA
531017,ARIHANTS SECURITIES LTD.
531025,VISAGAR FINANCIAL SERVICES LTD
531027,LIBORD SECURITIES LTD.
531033,REGAL ENTERTAINMENT & CONSULTA
531035,EBIX LIMITED
531039,Swadha Nature Limited
531041,COMPETENT AUTOMOBILES CO.LTD.
531043,DHANVANTRI JEEVAN REKHA LTD.
531049,NEELKANTH ROCKMINERALS LTD.
531067,CONTIL INDIA LTD.
531069,VIJAY SOLVEX LTD.
531082,ALANKIT
531083,NIHAR INFO GLOBAL LTD.
531091,UNITED CREDIT LTD.
531092,OM INFRA LIMITED
531099,CENTUPLE GLOBAL LIMITED
531109,Ishan Dyes and Chemicals Limit
531111,GOTHI PLASCON (INDIA) LTD.
531112,BALU FORGE INDUSTRIES LIMITED
531119,CEENIK EXPORTS (INDIA) LTD.
531120,PATEL ENGINEERING LTD.
531126,KATI PATANG LIFESTYLE LIMITED
531127,MENA MANI INDUSTRIES LIMITED
531129,INANI MARBLES & INDUSTRIES LTD
531137,GEMSTONE INVESTMENTS LTD.
531144,EL FORGE LTD.
531146,MEDICAMEN BIOTECH LTD.
531147,ALICON CASTALLOY LIMITED
531153,DILIGENT INDUSTRIES LTD.
531156,ALFAVISION OVERSEAS (INDIA) LT
531157,ORGANIC COATINGS LTD.
531158,CATVISION  LIMITED
531161,ABM KNOWLEDGEWARE LTD.
531162,EMAMI LTD.
531163,KEMISTAR CORPORATION LIMITED
531168,ASSOCIATED CERAMICS LTD.
531169,SKP SECURITIES LTD.
531173,SYSCHEM (INDIA) LTD.
531176,MEFCOM CAPITAL MARKETS LTD.
531178,HEMANG RESOURCES LIMITED
531179,ARMAN FINANCIAL SERVICES LTD.
531190,EFORU ENTERTAINMENT LIMITED
531191,FILTRON ENGINEERS LTD.
531199,GLANCE FINANCE LTD.
531201,SHILCHAR TECHNOLOGIES LTD.
531205,SPRIGHT AGRO LIMITED
531209,NUCLEUS SOFTWARE EXPORTS LTD.
531210,COLINZ LABORATORIES LTD.
531212,NALIN LEASE FINANCE LTD.
531213,Manappuram Finance Ltd
531215,RTS POWER CORPORATION LTD.
531216,COMFORT INTECH LTD.
531219,Shyama Computronics and Servic
531221,MAYUR FLOORINGS LTD.
531223,ANJANI SYNTHETICS LTD.
531225,XTGLOBAL INFOTECH LIMITED
531227,DECO-MICA LTD.
531228,RANDER CORPORATION LTD.
531233,RASI ELECTRODES LTD.
531234,SCOOBEE DAY GARMENTS (INDIA) L
531237,DHRUVA CAPITAL SERVICES LTD.
531241,LINC LIMITED
531253,INDIA GELATINE & CHEMICALS LTD
531254,Optimus Finance Limited
531255,PARAGON FINANCE LTD.
531257,VELLORA IMPACT LIMITED
531259,ESHA MEDIA RESEARCH LIMITED
531262,EQUILATERAL ENTERPRISES LIMITE
531266,V.S.T.TILLERS TRACTORS LTD.
531268,B2B SOFTWARE TECHNOLOGIES LTD.
531272,NIKKI GLOBAL FINANCE LTD.
531273,RADHE DEVELOPERS (INDIA) LTD.
531274,KINETIC TRUST LTD.
531278,Elixir Capital Limited
531279,Trishakti Industries Limited
531280,PANKAJ POLYMERS LTD.
531281,MARBLE CITY INDIA LIMITED
531287,NATIONAL PLASTIC TECHNOLOGIES
531288,LEAD FINANCIAL SERVICES LTD.
531289,NATIONAL FITTINGS LIMITED
531297,ARTEFACT PROJECTS LTD.
531304,NUTECH GLOBAL LTD.
531306,DHP INDIA LTD.
531307,RRIL LIMITED
531310,AVAILABLE FINANCE LTD.
531314,INTEGRA CAPITAL LIMITED
531319,MARUTI GLOBAL INDUSTRIES LIMIT
531322,SRI HAVISHA HOSPITALITY INFRAS
531324,ROSELABS FINANCE LTD.
531328,KRETTO SYSCON LIMITED
531334,VIKALP SECURITIES LTD.
531335,ZYDUS WELLNESS LTD.
531340,BERVIN INVESTMENT & LEASING LT
531341,GUJARAT INVESTA LTD.
531344,CONTAINER CORPORATION OF INDIA
531346,EASTERN TREADS LTD.
531349,PANACEA BIOTEC LTD.
531357,MERCURY EV-TECH LIMITED
531358,CHOICE INTERNATIONAL LTD.
531359,SHRIRAM ASSET MANAGEMENT CO.LT
531364,Ekansh Concepts Limited
531370,SPARC ELECTREX LIMITED
531373,THE BYKE HOSPITALITY LTD.
531380,CENTENIAL SURGICAL SUTURE LTD.
531381,ARIHANT FOUNDATIONS & HOUSING
531390,UPSURGE INVESTMENT & FINANCE L
531395,PADAM COTTON YARNS LTD.
531396,WOMEN NETWORKS LTD.
531398,SOURCE NATURAL FOODS & HERBAL
531399,G.G.AUTOMOTIVE GEARS LTD.
531400,ALMONDZ GLOBAL SECURITIES LTD.
531402,LWS KNITWEAR LTD.
531406,ANS INDUSTRIES LTD
531411,TUNI TEXTILE MILLS LTD.
531412,RADIX INDUSTRIES (INDIA) LIMIT
531416,NARENDRA PROPERTIES LTD.
531417,MEGA CORPORATION LTD.
531420,BMB MUSIC & MAGNETICS LTD.
531426,TAMIL NADU NEWSPRINT & PAPERS
531431,SHAKTI PUMPS (INDIA) LTD.
531433,SUNGOLD CAPITAL LTD.
531436,SAFFRON INDUSTRIES LIMITED
531437,Prakash Woollen & Synthetic Mi
531439,AION TECH SOLUTIONS LIMITED
531449,GRM OVERSEAS LTD.
531453,MOHIT INDUSTRIES LTD.
531454,POLYLINK POLYMERS (INDIA) LTD.
531456,MINAXI TEXTILES LTD.
531458,BOSTON COMMERCE LIMITED
531460,CONTINENTAL CONTROLS LTD.
531463,GLOBAL INFRATECH & FINANCE LIM
531465,NOUVEAU GLOBAL VENTURES LTD.
531471,DUKE OFFSHORE LTD.
531472,CYBELE INDUSTRIES LTD.
531486,FILMCITY MEDIA LTD.
531489,CG-VAK SOFTWARE & EXPORTS LTD.
531494,NAVKAR URBANSTRUCTURE LIMITED
531495,BLUE COAST HOTELS LTD.
531497,MADHUCON PROJECTS LTD.
531500,RAJESH EXPORTS LTD.
531502,ESAAR (INDIA) LTD.
531503,MARIS SPINNERS LTD.
531506,SHUKRA BULLIONS LTD.
531508,EVEREADY INDUSTRIES INDIA LTD.
531509,STEP TWO CORPORATION LTD.
531512,ORIENT TRADELINK LTD.
531518,VIKAS PROPPANT & GRANITE LTD.
531521,DESH RAKSHAK AUSHDHALAYA LTD.
531525,ACE SOFTWARE EXPORTS LTD.
531529,SOFTRAK VENTURE INVESTMENT LTD
531531,HATSUN AGRO PRODUCT LTD.
531533,ACCEDERE LIMITED
531537,MIZZEN VENTURES LIMITED
531539,RISHABH DIGHA STEEL & ALLIED P
531540,MARUTI INFRASTRUCTURE LTD.
531541,KOBO BIOTECH LIMITED
531543,JINDAL WORLDWIDE LTD.
531548,SOMANY CERAMICS LTD.
531550,JHAVERI CREDITS & CAPITAL LTD.
531552,RAGHUNATH TOBACCO CO.LTD.
531553,DISHA RESOURCES LIMITED
531556,CORAL INDIA FINANCE & HOUSING
531557,AMIT SECURITIES LTD.
531568,ASHUTOSH PAPER MILLS LTD.
531569,SANJIVANI PARANTERAL LTD.
531572,RANJIT SECURITIES LTD.
531574,VAS INFRASTRUCTURE LTD.
531578,KMF BUILDERS & DEVELOPERS LTD.
531582,BERYL SECURITIES LTD.
531583,RAP CORP LIMITED
531585,DEVINE IMPEX LTD.
531591,BAMPSL SECURITIES LTD.
531592,GENPHARMASEC LIMITED
531594,INCON ENGINEERS LTD.
531595,CAPRI GLOBAL CAPITAL LIMITED
531599,FDC LTD.
531608,GORANI INDUSTRIES LTD.
531613,Meyer Apparel Limited
531624,COUNTRY CONDOS LTD.
531626,OROSIL SMITHS INDIA LTD.
531628,TEJASSVI AAHARAM LIMITED
531633,LINCOLN PHARMACEUTICALS LTD.
531635,SILVER OAK (INDIA) LTD.
531637,PRAVEG LIMITED
531638,SURAJ LTD.
531642,MARICO LTD.
531644,TOKYO FINANCE LTD.
531651,NATIONAL GENERAL INDUSTRIES LT
531652,UVS HOSPITALITY AND SERVICES L
531658,ABATE AS INDUSTRIES LIMITED
531661,HITTCO TOOLS LTD.
531663,YUVRAAJ HYGIENE PRODUCTS LTD.
531667,RR METALMAKERS INDIA LIMITED
531668,VISION CORPORATION LTD.
531671,Karnawati Innovation Limited
531672,INANI SECURITIES LTD.
531673,ANKA INDIA LTD.
531676,EMROCK CORPORATION LIMITED
531680,MAYUR LEATHER PRODUCTS LTD.
531681,AMERISE BIOSCIENCES LIMITED
531688,Prithvi Exchange (India) Limit
531692,KHYATI MULTIMEDIA-ENTERTAINMEN
531694,RAINBOW FOUNDATIONS LTD.
531716,TRICOM FRUIT PRODUCTS LIMITED
531717,Vidhi Specialty Food Ingredien
531719,BHAGIRADHA CHEMICALS & INDUSTR
531723,GACM Technologies Limited
531726,PANCHSHEEL ORGANICS LTD.
531727,MENON PISTONS LTD.
531737,GREENCREST FINANCIAL SERVICES
531739,GENNEX LABORATORIES LTD.
531744,GINI SILK MILLS LTD.
531746,PRAJAY ENGINEERS SYNDICATE LTD
531752,BIOGEN PHARMACHEM INDUSTRIES L
531761,APOLLO PIPES LIMITED
531762,UNJHA FORMULATIONS LTD.
531768,POLY MEDICURE LTD.
531769,PFL INFOTECH LTD.
531771,SHRADDHA PRIME PROJECTS LTD
531778,KACHCHH MINERALS LTD.
531780,KAISER CORPORATION LIMITED
531784,KCL Infra Projects Limited
531795,ATUL AUTO LTD.
531797,SCAN PROJECTS LTD.
531802,PRERNA INFRABUILD LTD.
531810,METAL COATINGS (INDIA) LTD.
531812,SGN TELECOMS LTD.
531814,TIRUPATI SARJAN LTD.
531821,MUNOTH FINANCIAL SERVICES LTD.
531822,RODIUM REALTY LIMITED
531832,NAGARJUNA AGRI TECH LTD.
531834,NATURA HUE CHEM LTD.
531840,IEC EDUCATION LTD.
531841,Indus Finance Limited
531842,LAHOTI OVERSEAS LTD.
531845,ZENITH STEEL PIPES AND  INDUST
531846,TRINITY LEAGUE INDIA LTD.
531847,ASIAN STAR CO.LTD.
531859,ORIENTAL RAIL INFRASTRUCTURE L
531861,JOINDRE CAPITAL SERVICES LTD.
531862,BHARAT AGRI FERT & REALTY LTD.
531867,UNITECH INTERNATIONAL LTD.
531869,SACHETA METALS LTD.
531870,POPULAR ESTATE MANAGEMENT LTD.
531878,ANJANI FINANCE LTD.
531888,REXNORD ELECTRONICS & CONTROLS
531889,NURTURE WELL INDUSTRIES LIMITE
531892,KHANDWALA SECURITIES LTD.
531893,SAWACA ENTERPRISES LIMITED
531900,CCL INTERNATIONAL LTD.
531902,GALLOPS ENTERPRISE LTD.
531909,CROISSANCE LIMITED
531910,JOJO LIMITED
531911,GALAXY AGRICO EXPORTS LTD.
531913,CASTORA AGRI COMMODITIES LIMIT
531918,HINDUSTAN APPLIANCES LTD.
531921,AGARWAL INDUSTRIAL CORPORATION
531923,DHAMPURE SPECIALITY SUGARS LTD
531925,SHANTANU SHEOREY AQUAKULT LTD.
531930,SARTHAK INDUSTRIES LTD.
531931,SAI CAPITAL LTD.
531936,BLUE CHIP INDIA LTD.
531944,LEXORAA INDUSTRIES LIMITED
531950,VERTEX SECURITIES LTD.
531952,RIBA TEXTILES LTD.
531959,NEWTIME INFRASTRUCTURE LIMITED
531962,SHREE METALLOYS LTD.
531968,IITL PROJECTS LIMITED
531977,CHARTERED LOGISTICS LTD.
531978,AMBIKA COTTON MILLS LTD.
531979,HIND ALUMINIUM INDUSTRIES LTD.
531982,SPECTRUM FOODS LTD.
531989,DECCAN POLYPACKS LTD.
531991,AMRAWORLD AGRICO LTD.
531994,AUTO PINS (INDIA) LTD.
531996,ODYSSEY CORPORATION LTD.
531997,IKOMA TECHNOLOGIES LIMITED
532001,INDUCTO STEEL LTD.
532005,SAM INDUSTRIES LTD.
532007,SHREEVATSAA FINANCE & LEASING
532011,VASHU BHAGNANI INDUSTRIES LIMI
532015,GRAVITY (INDIA) LTD.
532016,ESPIRE HOSPITALITY LIMITED
532019,LCC INFOTECH LTD.
532022,FILATEX FASHIONS LTD.
532029,SINDHU TRADE LINKS LIMITED
532039,ZENOTECH LABORATORIES LTD.
532041,HINDUSTAN BIO SCIENCES LTD.
532042,FRONTLINE CORPORATION LTD.
532051,SWELECT ENERGY SYSTEMS LIMITED
532053,WALLFORT FINANCIAL SERVICES LT
532054,KDDL LTD.
532056,Trustedge Capital Limited
532057,ABHINAV CAPITAL SERVICES LTD.
532067,3B BlackBio Dx Limited
532070,GUJJUBHAI INDUSTRIES LIMITED
532090,Atvo Enterprises Limited
532092,EPUJA SPIRITECH LIMITED
532100,INDO-CITY INFOTECH LTD.
532102,SBEC SUGAR LTD.
