BSE Code,Name
511525,PAN INDIA CORPORATION LTD.
511533,SAHARA HOUSINGFINA CORPORATION
511535,NDA SECURITIES LTD.
511539,Supra Trends Limited
511543,GSB FINANCE LTD.
511549,MORARKA FINANCE LTD.
511551,Monarch Networth Capital Limit
511557,PRO FIN CAPITAL SERVICES LTD.
511559,TEAM INDIA GUARANTY LIMITED
511571,Crescentis Capital Limited
511577,Mantra Capital Limited
511585,BEFOUND MOVEMENT LIMITED
511589,AVONMORE CAPITAL & MANAGEMENT
511593,LIBORD FINANCE LTD
511601,YASH MANAGEMENT & SATELLITE LT
511605,ARIHANT CAPITAL MARKETS LTD.
511609,ISL CONSULTING LTD.
511611,DCM FINANCIAL SERVICES LTD.
511626,RR FINANCIAL CONSULTANTS LTD.
511628,FEDDERS HOLDING LIMITED
511630,SAMBHAAV MEDIA LTD.
511636,DJS STOCK & SHARES LTD.
511644,OMEGA INTERACTIVE TECHNOLOGIES
511654,SUGAL & DAMANI SHARE BROKERS L
511658,NETTLINX LTD.
511664,BGIL FILMS & TECHNOLOGIES LTD.
511672,Scan Steels Limited
511676,GIC HOUSING FINANCE LTD.
511692,AJCON GLOBAL SERVICES LTD.
511700,STANDARD CAPITAL MARKETS LTD.
511702,YOGI LIMITED
511710,CUBICAL FINANCIAL SERVICES LTD
511712,RELIC TECHNOLOGIES LTD.
511714,NIMBUS PROJECTS LTD.
511716,Invigorated Business Consultin
511724,BAID FINSERV LIMITED
511726,VIPUL LTD.
511728,K.Z.LEASING & FINANCE LTD.
511740,RUPAREL FOOD PRODUCTS LIMITED
511742,UGRO CAPITAL LIMITED
511754,SHALIBHADRA FINANCE LTD.
511756,ABIRAMI FINANCIAL SERVICES (IN
511758,MANSI FINANCE (CHENNAI) LTD.
511764,Aastamangalam Finance Limited
511766,MUTHOOT CAPITAL SERVICES LTD.
511768,MASTER TRUST LTD.
512008,EFC (I) LIMITED
512014,SOBHAGYA MERCHANTILE LTD.
512018,TOMORROW TECHNOLOGIES GLOBAL I
512020,SARASWATI COMMERCIAL (INDIA) L
512025,ASGARD ALCOBEV LIMITED
512026,VEGA JEWELLERS LIMITED
512036,SKYBIOTECH HEALTHCARE LIMITED
512038,TCC CONCEPT LIMITED
512047,ROYAL INDIA CORPORATION LIMITE
512048,DHANSAFAL FINSERVE LIMITED
512062,TANDHAN INDUSTRIES LIMITED
512064,VISHVPRABHA VENTURES LIMITED
512065,MRUGESH TRADING LTD.
512068,DECCAN GOLD MINES LTD.
512070,UPL LIMITED
512093,CRANES SOFTWARE INTERNATIONAL
512097,SAIANAND COMMERCIAL LIMITED
512103,NIDHI GRANITES LTD.
512109,AVIVA INDUSTRIES LTD.
512115,ROSE MERC.LTD.
512131,SIGNET INDUSTRIES LIMITED
512149,AVANCE TECHNOLOGIES LTD.
512161,SECUREKLOUD TECHNOLOGIES LIMIT
512165,ABANS ENTERPRISES LTD
512169,CAPRICORN SYSTEMS GLOBAL SOLUT
512175,VAMA INDUSTRIES LTD.
512179,SUNTECK REALTY LTD.
512197,SILVER OAK COMMERCIAL LTD.
512217,PRISM MEDICO AND PHARMACY LTD.
512229,VERITAS (INDIA) LTD.
512237,JAI CORP LTD.
512247,ASHIRWAD CAPITAL LTD.
512257,SWASTI VINAYAKA ART AND HERITA
512267,MEDIA MATRIX WORLDWIDE LTD.
512277,AUTORIDERS INTERNATIONAL LTD.
512296,BHAGYANAGAR INDIA LTD.
512301,CHAMBAL BREWERIES & DISTILLERI
512329,SG MART LIMITED
512344,ARAVALI SECURITIES & FINANCE L
512361,CUPID BREWERIES AND DISTILLERI
512379,CRESSANDA RAILWAY SOLUTIONS LI
512381,STARTECK FINANCE LIMITED
512393,SHARDUL SECURITIES LTD.
512399,SERA INVESTMENTS & FINANCE IND
512415,MERCURY TRADE LINKS LTD.
512425,NIRAV COMMERCIALS LTD.
512437,APOLLO FINVEST (INDIA) LTD.
512441,Enbee Trade &amp; Finance Ltd
512443,Ganon Products Limited
512453,SHRI JAGDAMBA POLYMERS LTD.
512455,LLOYDS METALS AND ENERGY LTD.
512463,LLOYDS ENTERPRISES LIMITED
512477,BETEX INDIA LTD.
512479,VIRYA RESOURCES LIMITED
512485,DHANLAXMI COTEX LTD.
512489,OASIS SECURITIES LTD.
512493,GARNET INTERNATIONAL LTD.
512499,SHALIMAR PRODUCTIONS LTD.
512519,DONEAR INDUSTRIES LTD.
512527,SUPER SALES INDIA LTD.
512529,VIYASH SCIENTIFIC LIMITED
512531,STATE TRADING CORPORATION OF I
512553,ZENITH EXPORTS LTD.
512559,KOHINOOR FOODS LTD.
512565,NEELKANTH LIMITED
512573,AVANTI FEEDS LTD.
512587,ZODIAC-JRD-MKJ LTD.
512589,SITA ENTERPRISES LTD.
512591,PULSAR INTERNATIONAL LTD.
512595,Manbro Industries Limited
512597,KEYNOTE FINANCIAL SERVICES LIM
512599,ADANI ENTERPRISES LTD.
512600,ASTAL LABORATORIES LIMITED
512604,HARIA EXPORTS LTD.
512608,BHANDARI HOSIERY EXPORTS LTD.
512618,RLF LTD.
512624,Regent Enterprises Limited
512626,ORBIT EXPORTS LTD.
512634,SAVERA INDUSTRIES LTD.
513005,Chrome Silicon Limited
513023,NAVA LIMITED
513043,REMI EDELSTAHL TUBULARS LIMITE
513059,G.S.AUTO INTERNATIONAL LTD.
513063,TRANS-FREIGHT CONTAINERS LTD.
513097,SHIVALIK BIMETAL CONTROLS LTD.
513108,GANDHI SPECIAL TUBES LTD.
513117,AMFORGE INDUSTRIES LTD.
513119,ONIX SOLAR ENERGY LIMITED
513121,ORICON ENTERPRISES LTD.
513149,ACROW INDIA LTD.
513173,STEEL STRIPS INFRASTRUCTURES L
513228,PENNAR INDUSTRIES LTD.
513250,JYOTI STRUCTURES LTD.
513252,JAY USHIN LTD.
513262,STEEL STRIPS WHEELS LTD.
513269,MAN INDUSTRIES (INDIA) LTD.
513295,IMEC SERVICES LIMITED
513303,MODERN STEELS LTD.
513307,BELDING INDIA LIMITED
513337,GUJARAT TOOLROOM LTD.
513349,AJMERA REALTY & INFRA INDIA LT
513353,COCHIN MINERALS & RUTILE LTD.
513361,India Homes Limited
513369,KRISHANVEER FORGE LIMITED
513375,CARBORUNDUM UNIVERSAL LTD.
513377,MMTC LTD.
513418,SMITHS & FOUNDERS (INDIA) LIMI
513422,BLOOM INDUSTRIES LTD.
513430,Maitri Enterprises Limited
513452,ELANGO INDUSTRIES LTD.
513456,KANISHK STEEL INDUSTRIES LTD.
513460,MAHALAXMI SEAMLESS LTD.
513472,SIMPLEX CASTINGS LTD.
513488,SHREE STEEL WIRE ROPES LTD.
513496,SIZEMASTERS TECHNOLOGY LIMITED
513498,SOUTHERN MAGNESIUM & CHEMICALS
513502,BARODA EXTRUSION LTD.
513507,GUJARAT CONTAINERS LTD.
513509,KALYANI FORGE LTD.
513511,PANCHMAHAL STEEL LTD.
513513,ADITYA ISPAT LTD.
513517,STEELCAST LTD.
513519,PITTI ENGINEERING LIMITED
513528,GLITTEK GRANITES LTD.
513532,PRADEEP METALS LTD.
513536,GUJARAT NATURAL RESOURCES LIMI
513544,MARDIA SAMYOUNG CAPILLARY TUBE
513548,SHARDA ISPAT LTD.
513554,MAHAMAYA STEEL INDUSTRIES LTD.
513566,NOVA IRON & STEEL LTD.
513575,STERLING POWERGENSYS LTD
513579,FOUNDRY FUEL PRODUCTS LTD.
513599,HINDUSTAN COPPER LTD.
513629,TULSYAN NEC LTD.
513642,AXEL POLYMERS LTD.
513683,NLC India Limited
513693,KIC METALIKS LTD.
513699,SOLID STONE COMPANY LTD.
513709,SHILP GRAVURES LTD.
513713,White Organic Agro Limited
513721,MFS INTERCORP LTD.
513729,ARO GRANITE INDUSTRIES LTD.
514010,RUDRA ECOVATION LIMITED
514030,DEEPAK SPINNERS LTD.
514036,LOYAL TEXTILE MILLS LTD.
514043,HIMATSINGKA SEIDE LTD.
514045,BSL LTD.
514060,NEWTRAC FOODS & BEVERAGES LIMI
514087,PBM POLYTEX LTD.
514113,ADINATH TEXTILES LTD.
514138,SURYALATA SPINNING MILLS LTD.
514142,T T LTD.
514162,WELSPUN LIVING LIMITED
514165,INDIAN ACRYLICS LTD.
514167,GANESHA ECOSPHERE LTD.
514171,CEETA INDUSTRIES LTD.
514175,VARDHMAN POLYTEX LTD.
514183,BLACK ROSE INDUSTRIES LTD.
514197,S&T CORPORATION LTD.
514211,SUMEET INDUSTRIES LTD.
514223,RAMGOPAL POLYTEX LTD.
514234,SANGAM (INDIA) LTD.
514238,MKVENTURES CAPITAL LIMITED
514240,Kush Industries Limited
514260,SURBHI INDUSTRIES LTD.
514264,SEASONS TEXTILES LTD.
514266,ZENITH FIBRES LTD.
514272,BHILWARA SPINNERS LTD.
514274,VARVEE GLOBAL LIMITED
514280,SANRHEA TECHNICAL TEXTILES LTD
514286,ASHIMA LTD.
514300,PIONEER EMBROIDERIES LTD.
514302,VIPPY SPINPRO LTD.
514312,JAIHIND INDUSTRIES LIMITED
514316,RAGHUVIR SYNTHETICS LTD.
514318,JATTASHANKAR INDUSTIES LTD.
514322,KAMADGIRI FASHION LTD.
514324,OMNITEX INDUSTRIES (INDIA) LTD
514326,PATSPIN INDIA LTD.
514330,ONE GLOBAL SERVICE PROVIDER LI
514332,NEO INFRACON LTD.
514336,CCME GLOBAL LIMITED
514354,PREMIER POLYFILM LTD.
514358,EVERLON FINANCIALS LIMITED
514360,K&R RAIL ENGINEERING LIMITED
514378,YARN SYNDICATE LTD.
514386,GUJARAT COTEX LTD.
514400,GARWARE SYNTHETICS LTD.
514402,ECO HOTELS AND RESORTS LIMITED
514412,SARUP INDUSTRIES LTD.
514414,OXFORD INDUSTRIES LTD.
514418,MANGALAM ORGANICS LIMITED
514428,HINDUSTAN ADHESIVES LTD.
514440,Blue Pearl Agriventures Limite
514442,SRI KPR INDUSTRIES LTD.
514448,JYOTI RESINS & ADHESIVES LTD.
514450,MAHALAXMI RUBTECH LTD.
514454,SOUTHERN LATEX LTD.
514470,WINSOME TEXTILE INDUSTRIES LTD
515008,MODERN INSULATORS LTD.
515018,REGENCY CERAMICS LTD.
515030,ASAHI INDIA GLASS LTD.
515037,MURUDESHWAR CERAMICS LTD.
515043,SAINT-GOBAIN SEKURIT INDIA LTD
515055,ANANT RAJ LIMITED
515059,MADHUSUDAN INDUSTRIES LTD.
515085,RESTILE CERAMICS LTD.
515093,MADHAV MARBLES & GRANITES LTD.
515147,HALDYN GLASS LTD
516003,DUROPLY INDUSTRIES LIMITED
516016,SHREYANS INDUSTRIES LTD.
516020,AGIO PAPER & INDUSTRIES LTD.
516022,STAR PAPER MILLS LTD.
516030,PAKKA LIMITED
516032,TAHMAR ENTERPRISES LIMITED
516038,KS Smart Technologies Limited
516062,NATIONAL PLYWOOD INDUSTRIES LT
516064,Arrow Greentech Limited
516072,VISHNU CHEMICALS LTD.
516078,JUMBO BAG LTD.
516082,N.R.AGARWAL INDUSTRIES LTD.
516096,SANGAL PAPERS LTD.
516098,VENTURA TEXTILES LTD.
516106,SHREE KARTHIK PAPERS LTD.
516108,SOUTH INDIA PAPER MILLS LTD.
516110,FAMILY CARE HOSPITALS LIMITED
517015,VINDHYA TELELINKS LTD.
517035,RIR POWER ELECTRONICS LIMITED
517041,ADOR WELDING LTD.
517059,SALZER ELECTRONICS LTD.
517063,JETKING INFOTRAIN LTD.
517096,APLAB LTD.
517119,PCS TECHNOLOGY LTD.
517146,USHA MARTIN LTD.
517166,SPEL SEMICONDUCTOR LTD.
517168,SUBROS LTD.
517170,Edvenswa Enterprises Limited
517172,Pervasive Commodities Limited
517174,HONEYWELL AUTOMATION INDIA LTD
517201,SWITCHING TECHNOLOGIES GUNTHER
517206,LUMAX INDUSTRIES LTD.
517214,DIGISPICE TECHNOLOGIES LIMITED
517230,AURIQUE LIMITED
517236,CALCOM VISION LTD.
517238,DYNAVISION LTD.
517246,BCC FUBA INDIA LTD.
517258,PRECISION ELECTRONICS LTD.
517264,FINE-LINE CIRCUITS LTD.
517271,HBL ENGINEERING LIMITED
517273,S&S POWER SWITCHGEAR LTD.
517286,RNIT AI SOLUTIONS LIMITED
517288,Gujarat Poly Electronics Limit
517300,GUJARAT INDUSTRIES POWER CO.LT
517320,MAGNUS STEEL AND INFRA LIMITED
517334,Samvardhana Motherson Internat
517336,MODERN MALLEABLES LTD.
517344,MINDTECK (INDIA) LTD.
517354,HAVELLS INDIA LTD.
517356,ACI INFOCOM LTD.
517360,SBEC SYSTEMS (INDIA) LTD.
517370,INCAP LTD.
517372,GUJARAT INTRUX LTD.
517380,IGARASHI MOTORS INDIA LTD.
517385,SYMPHONY LIMITED
517393,REGANTO ENTERPRISES LIMITED
517397,PAN ELECTRONICS INDIA LTD.
517399,VXL INSTRUMENTS LTD.
517411,SHYAM TELECOM LTD.
517415,LEE & NEE SOFTWARES (EXPORTS)
517417,PATELS AIRTEMP (INDIA) LTD.
517421,BUTTERFLY GANDHIMATHI APPLIANC
517429,Athena Global Technologies Lim
517431,NARMADA MACPLAST DRIP IRRIGATI
517447,R.S.SOFTWARE INDIA LTD.
517449,MAGNA ELECTRO CASTINGS LTD.
517467,MARSONS LIMITED
517477,ELNET TECHNOLOGIES LTD.
517494,ACCEL LIMITED
517498,WEBSOL ENERGY SYSTEM LTD.
517500,ROTO PUMPS LTD.
517506,TTK PRESTIGE LTD.
517514,D&H INDIA LTD
517522,RAJRATAN GLOBAL WIRE LTD.
517530,SURANA TELECOM AND POWER LIMIT
517536,ONWARD TECHNOLOGIES LTD.
517544,CENTUM ELECTRONICS LTD.
517546,ALFA TRANSFORMERS LTD.
517554,NHC FOODS LTD.
517556,PVP VENTURES LTD.
517562,TRIGYN TECHNOLOGIES LTD.
517569,KEI INDUSTRIES LTD.
518011,KEERTHI INDUSTRIES LTD.
518053,Sri Chakra Cement Limited
518075,SURAJ PRODUCTS LTD.
518091,ANJANI PORTLAND CEMENT LTD.
519003,MODI NATURALS LIMITED
519031,SHAH FOODS LTD.
519064,KHANDELWAL EXTRACTION LTD.
519091,TASTY BITE EATABLES LTD.
519097,RITESH INTERNATIONAL LTD.
519105,AVT NATURAL PRODUCTS LTD.
519126,HINDUSTAN FOODS LTD.
519136,NAHAR INDUSTRIAL ENTERPRISES L
519152,VADILAL ENTERPRISES LTD.
519156,VADILAL INDUSTRIES LTD.
519174,ASHIANA AGRO INDUSTRIES LTD.
519183,ADF FOODS LTD.
519191,Retro Green Revolution Limited
519214,WILLIAMSON FINANCIAL SERVICES
519216,AJANTA SOYA LTD.
519224,WILLIAMSON MAGOR & COMPANY LTD
519230,KISAAN PARIVAR INDUSTRIES LIMI
519234,SUPERIOR INDUSTRIAL ENTERPRISE
519238,SAPTARISHI AGRO INDUSTRIES LTD
519260,SANWARIA CONSUMER LIMITED
519262,PRIMA AGRO LTD.
519279,MADHUR INDUSTRIES LTD.
519285,TARAI FOODS LTD.
519287,MODERN DAIRIES LTD.
519295,BAMBINO AGRO INDUSTRIES LTD.
519299,PRIME INDUSTRIES LTD.
519307,VIKAS WSP LTD.
519331,VSF PROJECTS LTD.
519353,BANSISONS TEA INDUSTRIES LTD.
519359,POONA DAL & OIL INDUSTRIES LTD
519367,TRANSGLOBE FOODS LTD.
519383,ANIK INDUSTRIES LTD.
519397,SHARAT INDUSTRIES LTD.
519421,KSE LTD.
519457,VIRAT CRANE INDUSTRIES LTD.
519463,IB INFOTECH ENTERPRISES LTD.
519471,Ambar Protein Industries Limit
519477,CIAN Agro Ind & Infra Ltd
519479,OMEGA AG-SEEDS (PUNJAB) LTD.
519483,TAI INDUSTRIES LTD.
519500,BKV INDUSTRIES LTD.
519506,NCC BLUE WATER PRODUCTS LTD.
519528,NORBEN TEA & EXPORTS LTD.
519532,ASIAN TEA & EXPORTS LTD.
519552,HERITAGE FOODS LIMITED
519566,SIMRAN FARMS LTD.
519574,HINDUSTAN AGRIGENETICS LTD.
519600,CCL PRODUCTS (INDIA) LTD.
519602,KELLTON TECH SOLUTIONS LTD.
519604,SURYO FOODS & INDUSTRIES LTD.
519606,INTEGRATED PROTEINS LTD.
519612,LAKE SHORE REALTY LIMITED
520008,RICO AUTO INDUSTRIES LTD.
520021,OMAX AUTOS LTD.
520043,MUNJAL SHOWA LTD.
520051,JAMNA AUTO INDUSTRIES LTD.
520056,TVS Holdings Limited
520057,JTEKT India Ltd
520059,MUNJAL AUTO INDUSTRIES LTD.
520066,JAY BHARAT MARUTI LTD.
520073,RACL Geartech Limited
520075,SAMKRG PISTONS & RINGS LTD.
520086,SICAL LOGISTICS LTD.
520111,RATNAMANI METALS & TUBES LTD.
520113,VESUVIUS INDIA LTD.
520119,AUTOMOTIVE STAMPINGS & ASSEMBL
520123,ABC INDIA LTD.
520127,BALURGHAT TECHNOLOGIES LTD.
520131,COASTAL ROADWAYS LTD.
520141,SIBAR AUTO PARTS LTD.
520151,TRANSWORLD SHIPPING LINES LIMI
520155,Starlog Enterprises Limited
521005,TITAN INTECH LIMITED
521014,EUROTEX INDUSTRIES & EXPORTS L
521016,INDO COUNT INDUSTRIES LTD.
521034,SOMA TEXTILES & INDUSTRIES LTD
521036,SOURCE INDUSTRIES (INDIA) LTD.
521048,ADVANCE LIFESTYLES LTD.
521054,KAKATIYA TEXTILES LTD.
521062,PERFECT-OCTAVE MEDIA PROJECTS
521064,TRIDENT LTD.
521070,ALOK INDUSTRIES LTD.
521097,AMARJOTHI SPINNING MILLS LTD.
521105,OLYMPIA INDUSTRIES LTD.
521109,NAGREEKA EXPORTS LTD.
521113,SUDITI INDUSTRIES LTD.
521131,Shree Bhavya Fabrics Limited
521137,EUREKA INDUSTRIES LTD.
521141,ADITYA SPINNERS LTD.
521149,PRIME URBAN DEVELOPMENT INDIA
521161,SRI LAKSHMI SARASWATHI TEXTILE
521163,ZODIAC CLOTHING CO.LTD.
521167,MAXGROW INDIA LIMITED
521178,SRI RAMAKRISHNA MILLS (COIMBAT
521180,SUPER SPINNING MILLS LTD.
521194,SIL INVESTMENTS LTD.
521200,SURYALAKSHMI COTTON MILLS LTD.
521206,SAMTEX FASHIONS LTD.
521216,DHANALAXMI ROTO SPINNERS LTD.
521220,DAMODAR INDUSTRIES LTD.
521222,SANBLUE CORPORATION LTD.
521226,UNIROYAL INDUSTRIES LTD.
521228,TATIA GLOBAL VENNTURE LTD.
521232,SUNIL INDUSTRIES LTD.
521234,SRI NACHAMMAI COTTON MILLS LTD
521238,BHARAT GLOBAL DEVELOPERS LIMIT
521244,MKP Mobility Limited
521246,PARAS PETROFILS LTD.
521248,KITEX GARMENTS LTD.
522001,CRANEX LTD.
522004,BATLIBOI LTD.
522005,AUSTIN ENGINEERING CO.LTD.
522014,UNITED DRILLING TOOLS LTD.
522017,FLUIDOMAT LTD.
522027,EMA INDIA LTD.
522029,WINDSOR MACHINES LTD.
522034,SHANTHI GEARS LTD.
522064,HONDA INDIA POWER PRODUCTS LIM
522074,ELGI EQUIPMENTS LTD.
522091,UNITED VAN DER HORST LTD.
522101,KILBURN ENGINEERING LTD.
522105,BIRLA PRECISION TECHNOLOGIES L
522108,YUKEN INDIA LTD.
522113,TIMKEN INDIA LTD.
522122,VOITH PAPER FABRICS INDIA LTD.
522134,ARTSON LIMITED
522152,SOLITAIRE MACHINE TOOLS LTD.
522163,DIAMOND POWER INFRASTRUCTURE L
522165,INDSIL HYDRO POWER AND MANGANE
522183,ITL INDUSTRIES LTD.
522195,FRONTIER SPRINGS LTD.
522205,PRAJ INDUSTRIES LTD.
522207,RASANDIK ENGINEERING INDUSTRIE
522209,YOGI SUNG-WON (INDIA) LTD.
522215,HLE GLASCOAT LIMITED
522217,GUJARAT APOLLO INDUSTRIES LTD.
522229,TANEJA AEROSPACE & AVIATION LT
522231,CONART ENGINEERS LTD.
522235,MINAL INDUSTRIES LIMITED
522241,M.M.FORGINGS LTD.
522249,MAYUR UNIQUOTERS LTD.
522251,CENLUB INDUSTRIES LTD.
522257,RAJOO ENGINEERS LTD.
522261,DOLPHIN OFFSHORE ENTERPRISES (
522267,VEEJAY LAKSHMI ENGINEERING WOR
522273,AHMEDABAD STEELCRAFT LTD.
522275,GE Vernova T&D India Limited
522281,RAM RATNA WIRES LTD.
522285,JAYASWAL NECO INDUSTRIES LTD.
522287,KALPATARU PROJECTS INTERNATION
522289,NMS GLOBAL LIMITED
522292,CANDOUR TECHTEX LIMITED
522294,T & I GLOBAL LTD.
522295,CONTROL PRINT LIMITED
522650,BEMCO HYDRAULICS LTD.
523007,ANSAL BUILDWELL LTD.
523011,WEIZMANN LTD.
523019,B.N.RATHI SECURITIES LTD.
523021,RISHI TECHTEX LTD.
523023,SINCLAIRS HOTELS LIMITED
523025,SAFARI INDUSTRIES (INDIA) LTD.
523054,BINAYAK TEX PROCESSORS LTD.
523062,J.J.FINANCE CORPORATION LTD.
523100,COSMO FERRITES LTD.
523105,CROPSTER AGRO LIMITED
523116,SANCO TRANS LTD.
523120,THRIVE FUTURE HABITATS LIMITED
523127,EIH ASSOCIATED HOTELS LTD.
523144,MEDI-CAPS LTD.
523151,OTCO INTERNATIONAL LTD.
523160,FOSECO CRUCIBLE INDIA LIMITED
523186,B&A PACKAGING INDIA LIMITED
523204,ABAN OFFSHORE LTD.
523207,KOKUYO CAMLIN LTD.
523222,SRM ENERGY LTD.
523229,BHARAT SEATS LTD.
523232,CONTINENTAL PETROLEUMS LTD.
523242,NB FOOTWEAR LTD.
523248,MACHINO PLASTICS LTD.
523260,PEARL POLYMERS LTD.
523261,VENKYS (INDIA) LTD.
523269,ADVANI HOTELS & RESORTS (INDIA
523277,GV FILMS LTD.
523283,SUPERHOUSE LTD.
523289,RAMA VISION LTD.
523301,TCPL PACKAGING LTD.
523309,SHRI GANG INDUSTRIES AND ALLIE
523319,BALMER LAWRIE AND COMPANY LIMI
523323,KOVAI MEDICAL CENTER & HOSPITA
523329,ELDECO HOUSING & INDUSTRIES LT
523367,DCM SHRIRAM LIMITED
523369,DCM SHRIRAM INDUSTRIES LTD.
523371,MAWANA SUGARS LTD.
523373,MINI DIAMONDS (INDIA) LTD.
523384,MAHA RASHTRA APEX CORPORATION
523385,NILKAMAL LTD.
523387,HOMRE LIMITED
523391,NAHAR POLYFILMS LTD.
523395,3M INDIA LTD.
523398,BOSCH HOME COMFORT INDIA LIMIT
523405,JM FINANCIAL LTD.
523411,ADC INDIA COMMUNICATIONS LIMIT
523419,TAMILNADU TELECOMMUNICATIONS L
523445,RELIANCE INDUSTRIAL INFRASTRUC
523457,Linde India Limited
523465,IND BANK HOUSING LTD.
523467,JAI MATA GLASS LTD.
523475,LOTUS CHOCOLATE CO.LTD.
523483,PACIFIC INDUSTRIES LTD.
523489,CHENNAI MEENAKSHI MULTISPECIAL
523519,UNIVERSAL OFFICE AUTOMATION LT
523537,APM INDUSTRIES LTD.
523539,PRECISION WIRES INDIA LTD.
523550,KRYPTON INDUSTRIES LTD.
523558,SWISS MILITARY CONSUMER GOODS
523566,MARTIN BURN LTD.
523574,Future Enterprises Limited
523586,INDIAN TONERS & DEVELOPERS LTD
523594,KUNSTSTOFFE INDUSTRIES LTD.
523598,SHIPPING CORPORATION OF INDIA
523606,SIKA INTERPLANT SYSTEMS LTD.
523610,ITI LTD.
523618,DREDGING CORPORATION OF INDIA
523620,PHAARMASIA LTD.
523630,NATIONAL FERTILIZERS LTD.
523638,IP RINGS LTD.
523642,P.I.INDUSTRIES LTD.
523648,PLASTIBLENDS INDIA LTD.
523650,YASH INNOVENTURES LIMITED
523660,WATERBASE LTD.
523672,FLEX FOODS LTD.
523676,GOLKUNDA DIAMONDS & JEWELLERY
523694,APCOTEX INDUSTRIES LTD.
523696,FORTIS MALAR HOSPITALS LIMITED
523704,MASTEK LTD.
523708,EIMCO ELECON (INDIA) LTD.
523710,SAYAJI HOTELS LIMITED
523716,ASHIANA HOUSING LTD.
523722,SVAM SOFTWARE LTD.
523732,ECOBOARD INDUSTRIES LTD.
523736,Dhunseri Ventures Limited
523752,TRANS INDIA HOUSE IMPEX LIMITE
523754,MAHINDRA EPC IRRIGATION LIMITE
523782,Mitshi India Limited
523790,SHUKRA JEWELLERS LTD.
523792,MAZDA LTD.
523796,VICEROY HOTELS LTD.
523826,SOVEREIGN DIAMONDS LTD.
523828,MENON BEARINGS LTD.
523832,MUKAT PIPES LTD.
523836,GUJARAT RAFFIA INDUSTRIES LTD.
523838,SIMPLEX INFRASTRUCTURES LTD.
523840,INNOVATIVE TECH PACK LTD.
523842,SUPER TANNERY LIMITED
523850,AXTEL INDUSTRIES LTD.
523862,GRAND OAK CANYONS DISTILLERY L
523874,East India Drums and Barrels M
523888,MEGAMONT LIMITED
524000,POONAWALLA FINCORP LIMITED
524019,Kingfa Science & Technology (I
524031,PATIDAR BUILDCON LIMITED
524037,RAMA PHOSPHATES LTD.
524038,VENLON ENTERPRISES LTD.
524051,POLYPLEX CORPORATION LTD.
524075,ALBERT DAVID LTD.
524080,HARYANA LEATHER CHEMICALS LTD.
524091,CARYSIL LIMITED
524109,KABRA EXTRUSIONTECHNIK LTD.
524129,VINYL CHEMICALS (INDIA) LTD.
524136,PEE CEE COSMA SOPE LTD.
524164,IOL CHEMICALS & PHARMACEUTICAL
524174,KESAR PETROPRODUCTS LTD.
524200,VINATI ORGANICS LTD.
524202,LACTOSE (INDIA) LTD.
524204,TEESTA AGRO INDUSTRIES LTD.
524208,AARTI INDUSTRIES LTD.
524210,PENTOKEY ORGANY (INDIA) LTD.
524212,WANBURY LTD.
524218,RESONANCE SPECIALTIES LTD.
524226,GUJARAT AMBUJA EXPORTS LTD.
524230,RASHTRIYA CHEMICALS & FERTILIZ
524238,GUJARAT INJECT (KERALA) LTD.
524280,KOPRAN LTD.
524288,AIMCO PESTICIDES LTD.
524314,GUJARAT TERCE LABORATORIES LTD
524322,KABRA DRUGS LTD.
524324,SEYA INDUSTRIES LTD.
524330,JAYANT AGRO-ORGANICS LTD.
524332,BCL INDUSTRIES LIMITED
524336,SHREE HARI CHEMICALS EXPORT LT
524342,INDO BORAX & CHEMICALS LTD.
524348,AARTI DRUGS LTD.
524370,BODAL CHEMICALS LTD.
524372,Orchid Pharma Limited
524394,VIMTA LABS LTD.
524396,BIOFIL CHEMICALS & PHARMACEUTI
524400,ISHITA DRUGS & INDUSTRIES LTD.
524404,MARKSANS PHARMA LTD.
524408,UNIVERSAL STARCH-CHEM ALLIED L
524412,AAREY DRUGS & PHARMACEUTICALS
524414,NORRIS MEDICINES LTD.
524434,ASIAN PETROPRODUCTS & EXPORTS
524440,CAMEX LTD.
524444,EVEXIA LIFECARE LIMITED
524458,INDO EURO INDCHEM LTD.
524470,SYNCOM FORMULATIONS (INDIA) LT
524480,RIDDHI SIDDHI GLUCO BIOLS LTD.
524488,SVC INDUSTRIES LIMITED
524494,IPCA LABORATORIES LTD.
524500,KILITCH DRUGS (INDIA) LTD.
524502,RAAJ MEDISAFE INDIA LTD.
524506,CORAL LABORATORIES LTD.
524516,BACIL PHARMA LTD.
524518,KREBS BIOCHEMICALS & INDUSTRIE
524520,KMC SPECIALITY HOSPITALS (INDI
524522,LAFFANS PETROCHEMICALS LTD.
524534,BHASKAR AGROCHEMICALS LTD.
524542,SUKHJIT STARCH & CHEMICALS LTD
524548,SHARMA EAST INDIA HOSPITALS &
524558,NEULAND LABORATORIES LTD.
524564,GAYATRI BIOORGANICS LTD.
524570,PODDAR PIGMENTS LTD.
524572,PHARMAIDS PHARMACEUTICALS LTD.
524576,VIVID GLOBAL INDUSTRIES LTD.
524580,PRIYA LTD.
524582,TIRUPATI STARCH & CHEMICALS LT
524592,JAYSYNTH ORGOCHEM LIMITED
524594,Aeonx Digital Technology Limit
524598,AKSHARCHEM (INDIA) LTD.
524602,BANDARAM PHARMA PACKTECH LIMIT
